,Income,KidHome,Recency,AmtFruits,AmtMeats,AmtFish,AmtSweets,AmtGold,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDiscPurchases,FirstCampaign,SecondCampaign,Age_Elderly,Age_MiddleAge,Age_Young,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,MaritalStatus_Absurd,MaritalStatus_Alone,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Together,MaritalStatus_Widow,MaritalStatus_YOLO
207,35641.0,1,11,3,67,8,9,28,3,1,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
208,28332.0,0,58,10,13,4,15,9,2,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
209,56796.0,1,24,38,161,62,47,37,8,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
210,53204.0,2,40,0,8,2,0,6,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
211,42403.0,1,18,1,11,0,5,3,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
212,80695.0,0,85,129,984,193,37,18,5,8,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
213,70179.0,1,10,88,168,69,44,133,7,3,13,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
214,40760.0,1,64,0,17,0,0,6,2,1,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
215,56715.0,0,52,105,239,237,172,9,7,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
216,71969.0,1,59,0,76,0,0,10,3,4,9,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
217,75283.0,3,26,9,180,12,19,66,6,3,5,11,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
218,22669.0,1,30,14,36,37,22,48,4,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
219,61014.0,1,17,129,495,182,43,29,9,3,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
220,41275.0,3,33,4,22,0,2,9,3,1,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
221,81929.0,1,60,55,278,49,0,185,4,4,10,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
222,27590.0,1,38,0,5,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
223,50965.0,1,87,13,85,8,6,29,10,4,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
224,85844.0,0,62,19,843,25,95,38,6,6,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
225,52569.0,1,54,0,3,0,0,7,2,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
226,17144.0,2,96,2,19,0,2,6,3,0,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
227,81246.0,0,87,190,537,61,156,37,4,5,7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
228,73356.0,0,56,14,322,0,14,112,5,11,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
229,55707.0,1,91,7,82,30,66,35,3,2,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
230,22063.0,1,43,10,13,3,11,11,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
231,49912.0,1,5,8,223,32,49,42,10,5,7,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
232,83532.0,0,36,144,562,104,64,224,4,6,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
233,48877.0,1,27,1,15,2,0,24,3,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
234,13260.0,2,48,4,17,10,2,7,3,0,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
235,42000.0,0,23,83,267,85,59,35,5,2,11,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
236,50729.0,2,62,13,143,45,4,52,6,2,7,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
237,72159.0,0,62,53,899,34,40,53,4,6,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
238,27573.0,1,45,15,110,39,15,15,5,1,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
239,92491.0,0,71,44,935,29,25,22,7,5,12,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
240,77632.0,0,73,105,758,0,42,147,4,2,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
241,36262.0,0,24,39,54,64,28,153,3,5,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
242,26228.0,1,50,6,4,3,1,9,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
243,49618.0,2,77,3,26,4,2,14,3,1,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
244,36408.0,2,11,1,4,3,2,3,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
245,69674.0,2,46,41,215,11,0,24,10,2,10,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
246,67536.0,1,45,0,447,23,71,35,11,5,11,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
247,52845.0,1,7,25,292,130,41,64,8,8,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
248,70440.0,0,49,117,499,76,102,88,5,10,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
249,80124.0,0,47,84,398,205,84,241,3,7,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
250,70038.0,0,54,54,348,71,54,130,4,4,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
251,14796.0,1,1,3,8,7,4,16,1,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
252,63810.0,1,45,12,253,16,12,101,4,3,12,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
253,37697.0,1,82,6,21,11,4,8,2,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
254,55250.0,1,49,58,83,32,0,66,7,5,10,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
255,78468.0,0,29,22,388,104,22,34,10,7,10,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
256,27683.0,1,90,9,121,12,12,45,6,2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
257,52784.6,1,96,65,196,38,71,124,6,5,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
258,41986.0,1,15,5,8,8,3,12,3,0,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
259,26067.0,1,49,2,18,0,2,12,3,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
260,38872.0,1,93,3,21,3,19,22,3,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
261,57937.0,1,56,42,144,55,48,133,4,4,9,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
262,35790.0,1,54,6,20,30,1,3,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
263,92910.0,0,42,137,792,179,103,33,6,7,13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
264,58554.0,2,55,24,68,38,0,88,8,2,6,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
265,50447.0,2,4,7,24,2,3,27,3,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
266,58656.0,1,25,12,194,16,24,12,7,8,13,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
267,74854.0,3,90,59,487,58,29,73,2,5,5,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
268,82584.0,0,26,68,103,29,91,68,3,4,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
269,31907.0,0,75,87,64,175,16,74,6,1,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
270,79941.0,0,72,164,266,227,30,174,2,4,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
271,44551.0,1,24,4,33,0,0,66,4,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
272,50334.0,1,24,16,160,84,16,134,7,4,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
273,42670.0,0,12,2,46,20,4,15,4,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
274,38513.0,1,20,3,115,16,0,18,6,1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
275,17256.0,1,10,4,14,8,8,22,2,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
276,32474.0,2,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
277,33249.0,1,11,10,21,19,14,42,2,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
278,72905.0,0,52,114,445,181,165,203,3,7,9,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
279,66991.0,0,1,36,460,189,60,12,4,8,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
280,34984.0,2,40,4,15,3,5,3,1,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
281,34916.0,2,89,23,82,33,0,42,5,1,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
282,53201.0,2,49,7,81,20,0,27,6,3,5,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
283,20425.0,1,5,12,5,3,16,17,2,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
284,40689.0,1,69,3,27,39,6,99,7,1,5,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
285,82623.0,0,58,34,204,172,153,173,2,9,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
286,34026.0,2,11,6,15,12,8,17,2,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
287,52513.0,0,84,17,241,104,188,232,9,5,9,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
288,86424.0,0,12,68,569,89,45,68,6,9,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
289,33562.0,3,33,12,12,0,3,3,2,0,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
290,57513.0,0,59,40,183,52,20,30,9,3,13,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
291,60474.0,1,25,199,303,234,9,170,10,2,12,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
292,21059.0,1,40,3,19,3,3,8,3,0,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
293,69063.0,1,16,35,124,69,8,26,5,3,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
294,36921.0,2,74,1,12,3,1,4,2,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
295,45160.0,2,9,2,5,3,0,3,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
296,47823.0,1,0,1,5,2,1,10,2,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
297,55759.0,1,84,0,85,10,7,77,10,3,8,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
298,71488.0,0,87,33,124,40,28,172,3,4,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
299,47958.0,1,8,11,88,15,3,22,6,3,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
300,160803.0,0,21,16,1622,17,3,4,0,28,1,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
301,28427.0,1,67,3,19,3,3,6,2,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
302,162397.0,2,31,1,16,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
303,42160.0,2,26,9,45,3,15,20,2,1,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
304,84460.0,0,80,27,103,106,54,81,9,9,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
305,60839.0,2,72,21,128,223,150,128,2,2,12,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
306,34176.0,1,9,2,7,4,2,2,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
307,30822.0,1,92,9,13,2,12,12,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
308,62694.0,2,29,6,157,25,91,91,9,3,7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
309,38578.0,2,2,4,22,3,3,3,3,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
310,59041.0,2,25,2,15,2,2,6,2,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
311,81698.0,0,1,45,115,30,160,45,8,2,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
312,56243.0,3,26,0,35,4,3,7,4,2,8,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
313,81380.0,0,51,68,689,224,68,103,4,2,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
314,38508.0,1,95,19,206,25,19,54,7,2,5,6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
315,82657.0,0,71,168,672,246,105,126,7,5,10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
316,69702.0,1,8,9,240,50,19,57,7,7,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
317,78569.0,0,14,79,622,207,175,95,4,6,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
318,37406.0,1,18,0,8,2,2,3,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
319,41443.0,1,79,7,171,25,19,89,8,1,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
320,90765.0,0,25,99,812,151,82,33,4,6,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
321,56962.0,3,60,3,77,10,3,26,6,3,5,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
322,47353.0,1,93,2,19,8,8,4,2,2,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
323,38590.0,1,65,1,8,4,3,3,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
324,55930.07,1,82,0,15,0,2,7,3,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
325,56046.0,0,9,0,64,0,0,51,10,1,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
326,90369.0,0,2,51,981,224,23,17,4,6,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
327,35860.0,2,37,0,8,4,2,20,1,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
328,77297.0,0,84,61,109,48,122,41,5,7,9,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
329,71796.0,0,54,21,311,167,75,32,9,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
330,61825.0,1,56,50,100,55,30,27,4,2,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
331,65220.0,0,3,63,292,0,25,12,8,4,7,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
332,64587.0,2,49,0,16,0,6,20,1,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
333,25224.0,1,36,9,12,11,2,8,1,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
334,81843.0,0,13,86,537,34,69,138,5,9,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
335,34350.0,1,81,3,15,2,1,11,1,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
336,34043.0,1,97,2,14,3,0,10,2,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
337,64140.0,2,71,0,61,0,15,215,2,5,6,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
338,65640.0,1,74,7,149,20,15,66,5,1,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
339,43057.0,1,30,2,44,0,2,5,4,2,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
340,62981.0,0,21,14,590,38,44,0,4,5,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
341,30168.0,1,51,20,66,0,12,27,6,1,4,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
342,25851.0,1,45,4,18,7,5,5,2,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
343,39747.0,1,43,15,93,20,13,52,5,1,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
344,22585.0,0,23,9,15,13,2,39,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
345,66426.0,1,14,24,97,32,24,157,3,5,10,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
346,40706.0,3,37,0,11,4,2,5,3,0,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
347,55956.0,0,22,38,104,50,9,38,7,3,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
348,69719.0,0,99,86,208,177,14,43,2,3,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
349,23529.0,1,67,7,13,3,2,20,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
350,85696.0,0,88,76,395,116,0,12,4,6,9,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
351,45204.0,1,93,11,25,29,1,18,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
352,87679.0,0,62,172,815,97,148,33,7,11,10,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
353,33955.0,1,92,2,128,23,7,10,5,1,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
354,79174.0,0,2,37,518,193,92,129,5,6,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
355,12393.0,0,38,6,15,11,7,13,2,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
356,25965.0,0,29,2,11,41,7,11,2,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
357,64795.0,1,23,5,119,38,29,77,3,3,12,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
358,29732.0,1,23,0,8,0,1,4,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
359,84835.0,0,0,104,379,111,189,218,4,4,6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
360,54959.0,1,55,0,60,0,0,24,9,5,4,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
361,39190.0,1,91,8,18,19,8,12,2,1,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
362,35544.0,1,77,5,23,4,1,4,2,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
363,43322.0,0,25,7,48,10,2,18,3,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
364,47139.0,2,2,0,12,0,2,23,2,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
365,75251.0,0,34,111,925,97,18,18,7,6,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
366,64849.0,0,42,48,350,94,84,108,9,3,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
367,18929.0,0,15,0,8,23,4,18,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
368,23148.0,0,83,6,8,6,3,10,2,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
369,53537.0,2,17,0,6,0,0,6,2,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
370,42033.0,2,95,1,4,2,0,7,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
371,78789.0,0,12,50,850,21,83,83,4,6,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
372,63120.0,1,53,69,279,54,41,69,8,4,9,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
373,67430.0,0,6,97,291,127,133,121,11,5,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
374,78939.0,0,57,115,243,150,0,205,8,5,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
375,45736.0,1,92,3,180,20,3,43,7,1,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
376,40321.0,2,59,4,21,6,0,27,3,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
377,59062.0,3,74,1,12,3,0,9,2,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
378,69401.0,1,41,27,159,58,8,39,4,4,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
379,31814.0,1,73,3,20,4,1,20,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
380,25252.0,1,26,3,4,2,2,6,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
381,71434.0,1,4,36,217,172,96,168,7,4,7,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
382,34445.0,0,92,122,122,208,129,30,11,2,8,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
383,55012.0,1,85,0,65,0,0,13,8,2,9,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
384,86610.0,0,66,107,768,33,196,53,5,6,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
385,84618.0,0,96,100,801,21,66,0,6,9,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
386,45684.0,1,37,1,5,10,0,7,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
387,34053.0,1,14,0,21,7,0,12,3,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
388,21063.0,1,34,10,11,19,3,15,2,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
389,63159.0,0,74,34,586,89,86,37,3,5,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
390,44931.0,1,0,0,11,0,0,7,2,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
391,60597.0,1,2,0,257,32,16,66,2,2,8,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
392,58607.0,1,63,0,86,0,0,19,2,3,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
393,52784.6,1,11,5,6,0,2,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
394,37697.0,1,82,6,21,11,4,8,2,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
395,71964.0,0,81,51,932,180,34,86,5,6,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
396,72679.0,1,65,54,260,127,54,54,4,7,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
397,35765.0,1,86,3,30,0,5,15,2,0,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
398,77583.0,0,93,23,384,250,12,108,4,5,9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
399,61456.0,1,47,76,384,84,192,89,6,10,13,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
400,57906.0,1,29,11,119,10,3,15,4,2,8,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
401,35860.0,2,37,0,8,4,2,20,1,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
402,50737.0,1,61,0,11,0,0,10,2,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
403,38823.0,1,56,0,11,2,8,23,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
404,53374.0,1,34,10,101,13,10,34,4,2,9,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
405,72460.0,0,56,10,540,80,30,10,3,5,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
406,81044.0,0,0,26,535,73,98,26,5,6,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
407,84906.0,0,98,15,414,99,30,76,5,6,12,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
408,33581.0,2,38,0,5,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
409,20130.0,0,99,6,3,7,6,12,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
410,96843.0,0,60,71,951,40,17,17,6,11,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
411,82800.0,0,23,22,115,59,68,45,7,6,12,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
412,50116.0,2,68,0,10,0,0,2,1,0,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
413,62905.0,1,68,75,96,119,107,59,7,2,8,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
414,63033.0,0,82,61,480,225,112,30,3,4,8,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
415,45203.0,2,4,3,67,10,8,24,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
416,62859.0,1,37,89,102,16,12,25,9,4,6,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
417,53700.0,1,94,5,233,69,41,83,5,5,8,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
